txName: T2bb
conditionDescription: None
condition: None
constraint: [[['b']],[['b']]]
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/preliminary-results/SUS-16-015/CMS-PAS-SUS-16-015_Figure_007-a.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/preliminary-results/SUS-16-015/CMS-PAS-SUS-16-015_Figure_007-a.root
validated: None
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: True
upperLimits: [[[[306.25*GeV, 6.25*GeV], [306.25*GeV, 6.25*GeV]], 0.48341*pb],
[[[306.25*GeV, 18.75*GeV], [306.25*GeV, 18.75*GeV]], 0.51428*pb],
[[[306.25*GeV, 31.25*GeV], [306.25*GeV, 31.25*GeV]], 0.54514*pb],
[[[306.25*GeV, 43.75*GeV], [306.25*GeV, 43.75*GeV]], 0.57601*pb],
[[[306.25*GeV, 56.25*GeV], [306.25*GeV, 56.25*GeV]], 0.60688*pb],
[[[306.25*GeV, 68.75*GeV], [306.25*GeV, 68.75*GeV]], 0.63774*pb],
[[[306.25*GeV, 81.25*GeV], [306.25*GeV, 81.25*GeV]], 0.66861*pb],
[[[306.25*GeV, 93.75*GeV], [306.25*GeV, 93.75*GeV]], 0.69948*pb],
[[[306.25*GeV, 106.25*GeV], [306.25*GeV, 106.25*GeV]], 0.76736*pb],
[[[306.25*GeV, 118.75*GeV], [306.25*GeV, 118.75*GeV]], 0.87354*pb],
[[[306.25*GeV, 131.25*GeV], [306.25*GeV, 131.25*GeV]], 0.97972*pb],
[[[306.25*GeV, 143.75*GeV], [306.25*GeV, 143.75*GeV]], 1.0859*pb],
[[[306.25*GeV, 156.25*GeV], [306.25*GeV, 156.25*GeV]], 1.1921*pb],
[[[306.25*GeV, 168.75*GeV], [306.25*GeV, 168.75*GeV]], 1.2982*pb],
[[[306.25*GeV, 181.25*GeV], [306.25*GeV, 181.25*GeV]], 1.4044*pb],
[[[306.25*GeV, 193.75*GeV], [306.25*GeV, 193.75*GeV]], 1.5106*pb],
[[[306.25*GeV, 206.25*GeV], [306.25*GeV, 206.25*GeV]], 1.6224*pb],
[[[306.25*GeV, 218.75*GeV], [306.25*GeV, 218.75*GeV]], 1.9246*pb],
[[[306.25*GeV, 231.25*GeV], [306.25*GeV, 231.25*GeV]], 2.0967*pb],
[[[306.25*GeV, 243.75*GeV], [306.25*GeV, 243.75*GeV]], 2.2688*pb],
[[[306.25*GeV, 256.25*GeV], [306.25*GeV, 256.25*GeV]], 2.5215*pb],
[[[306.25*GeV, 268.75*GeV], [306.25*GeV, 268.75*GeV]], 2.8548*pb],
[[[306.25*GeV, 281.25*GeV], [306.25*GeV, 281.25*GeV]], 3.0864*pb],
[[[318.75*GeV, 6.25*GeV], [318.75*GeV, 6.25*GeV]], 0.38842*pb],
[[[318.75*GeV, 18.75*GeV], [318.75*GeV, 18.75*GeV]], 0.41245*pb],
[[[318.75*GeV, 31.25*GeV], [318.75*GeV, 31.25*GeV]], 0.43648*pb],
[[[318.75*GeV, 43.75*GeV], [318.75*GeV, 43.75*GeV]], 0.46052*pb],
[[[318.75*GeV, 56.25*GeV], [318.75*GeV, 56.25*GeV]], 0.48455*pb],
[[[318.75*GeV, 68.75*GeV], [318.75*GeV, 68.75*GeV]], 0.50858*pb],
[[[318.75*GeV, 81.25*GeV], [318.75*GeV, 81.25*GeV]], 0.53262*pb],
[[[318.75*GeV, 93.75*GeV], [318.75*GeV, 93.75*GeV]], 0.54334*pb],
[[[318.75*GeV, 106.25*GeV], [318.75*GeV, 106.25*GeV]], 0.5962*pb],
[[[318.75*GeV, 118.75*GeV], [318.75*GeV, 118.75*GeV]], 0.69119*pb],
[[[318.75*GeV, 131.25*GeV], [318.75*GeV, 131.25*GeV]], 0.77386*pb],
[[[318.75*GeV, 143.75*GeV], [318.75*GeV, 143.75*GeV]], 0.85654*pb],
[[[318.75*GeV, 156.25*GeV], [318.75*GeV, 156.25*GeV]], 0.93921*pb],
[[[318.75*GeV, 168.75*GeV], [318.75*GeV, 168.75*GeV]], 1.0219*pb],
[[[318.75*GeV, 181.25*GeV], [318.75*GeV, 181.25*GeV]], 1.1046*pb],
[[[318.75*GeV, 193.75*GeV], [318.75*GeV, 193.75*GeV]], 1.1872*pb],
[[[318.75*GeV, 206.25*GeV], [318.75*GeV, 206.25*GeV]], 1.2743*pb],
[[[318.75*GeV, 218.75*GeV], [318.75*GeV, 218.75*GeV]], 1.3658*pb],
[[[318.75*GeV, 231.25*GeV], [318.75*GeV, 231.25*GeV]], 1.7023*pb],
[[[318.75*GeV, 243.75*GeV], [318.75*GeV, 243.75*GeV]], 1.9375*pb],
[[[318.75*GeV, 256.25*GeV], [318.75*GeV, 256.25*GeV]], 2.1343*pb],
[[[318.75*GeV, 268.75*GeV], [318.75*GeV, 268.75*GeV]], 2.2042*pb],
[[[318.75*GeV, 281.25*GeV], [318.75*GeV, 281.25*GeV]], 2.3848*pb],
[[[318.75*GeV, 293.75*GeV], [318.75*GeV, 293.75*GeV]], 2.6758*pb],
[[[331.25*GeV, 6.25*GeV], [331.25*GeV, 6.25*GeV]], 0.34037*pb],
[[[331.25*GeV, 18.75*GeV], [331.25*GeV, 18.75*GeV]], 0.3608*pb],
[[[331.25*GeV, 31.25*GeV], [331.25*GeV, 31.25*GeV]], 0.38123*pb],
[[[331.25*GeV, 43.75*GeV], [331.25*GeV, 43.75*GeV]], 0.40166*pb],
[[[331.25*GeV, 56.25*GeV], [331.25*GeV, 56.25*GeV]], 0.42209*pb],
[[[331.25*GeV, 68.75*GeV], [331.25*GeV, 68.75*GeV]], 0.44252*pb],
[[[331.25*GeV, 81.25*GeV], [331.25*GeV, 81.25*GeV]], 0.45163*pb],
[[[331.25*GeV, 93.75*GeV], [331.25*GeV, 93.75*GeV]], 0.46075*pb],
[[[331.25*GeV, 106.25*GeV], [331.25*GeV, 106.25*GeV]], 0.50568*pb],
[[[331.25*GeV, 118.75*GeV], [331.25*GeV, 118.75*GeV]], 0.58643*pb],
[[[331.25*GeV, 131.25*GeV], [331.25*GeV, 131.25*GeV]], 0.66717*pb],
[[[331.25*GeV, 143.75*GeV], [331.25*GeV, 143.75*GeV]], 0.73745*pb],
[[[331.25*GeV, 156.25*GeV], [331.25*GeV, 156.25*GeV]], 0.80772*pb],
[[[331.25*GeV, 168.75*GeV], [331.25*GeV, 168.75*GeV]], 0.87799*pb],
[[[331.25*GeV, 181.25*GeV], [331.25*GeV, 181.25*GeV]], 0.94826*pb],
[[[331.25*GeV, 193.75*GeV], [331.25*GeV, 193.75*GeV]], 1.0185*pb],
[[[331.25*GeV, 206.25*GeV], [331.25*GeV, 206.25*GeV]], 1.0926*pb],
[[[331.25*GeV, 218.75*GeV], [331.25*GeV, 218.75*GeV]], 1.1703*pb],
[[[331.25*GeV, 231.25*GeV], [331.25*GeV, 231.25*GeV]], 1.2481*pb],
[[[331.25*GeV, 243.75*GeV], [331.25*GeV, 243.75*GeV]], 1.5341*pb],
[[[331.25*GeV, 256.25*GeV], [331.25*GeV, 256.25*GeV]], 1.738*pb],
[[[331.25*GeV, 268.75*GeV], [331.25*GeV, 268.75*GeV]], 1.7975*pb],
[[[331.25*GeV, 281.25*GeV], [331.25*GeV, 281.25*GeV]], 1.951*pb],
[[[331.25*GeV, 293.75*GeV], [331.25*GeV, 293.75*GeV]], 2.1984*pb],
[[[331.25*GeV, 306.25*GeV], [331.25*GeV, 306.25*GeV]], 2.5616*pb],
[[[343.75*GeV, 6.25*GeV], [343.75*GeV, 6.25*GeV]], 0.27717*pb],
[[[343.75*GeV, 18.75*GeV], [343.75*GeV, 18.75*GeV]], 0.29332*pb],
[[[343.75*GeV, 31.25*GeV], [343.75*GeV, 31.25*GeV]], 0.30947*pb],
[[[343.75*GeV, 43.75*GeV], [343.75*GeV, 43.75*GeV]], 0.32562*pb],
[[[343.75*GeV, 56.25*GeV], [343.75*GeV, 56.25*GeV]], 0.34177*pb],
[[[343.75*GeV, 68.75*GeV], [343.75*GeV, 68.75*GeV]], 0.34898*pb],
[[[343.75*GeV, 81.25*GeV], [343.75*GeV, 81.25*GeV]], 0.35619*pb],
[[[343.75*GeV, 93.75*GeV], [343.75*GeV, 93.75*GeV]], 0.36339*pb],
[[[343.75*GeV, 106.25*GeV], [343.75*GeV, 106.25*GeV]], 0.39891*pb],
[[[343.75*GeV, 118.75*GeV], [343.75*GeV, 118.75*GeV]], 0.46275*pb],
[[[343.75*GeV, 131.25*GeV], [343.75*GeV, 131.25*GeV]], 0.52659*pb],
[[[343.75*GeV, 143.75*GeV], [343.75*GeV, 143.75*GeV]], 0.59042*pb],
[[[343.75*GeV, 156.25*GeV], [343.75*GeV, 156.25*GeV]], 0.64598*pb],
[[[343.75*GeV, 168.75*GeV], [343.75*GeV, 168.75*GeV]], 0.70154*pb],
[[[343.75*GeV, 181.25*GeV], [343.75*GeV, 181.25*GeV]], 0.75709*pb],
[[[343.75*GeV, 193.75*GeV], [343.75*GeV, 193.75*GeV]], 0.81265*pb],
[[[343.75*GeV, 206.25*GeV], [343.75*GeV, 206.25*GeV]], 0.87117*pb],
[[[343.75*GeV, 218.75*GeV], [343.75*GeV, 218.75*GeV]], 0.93266*pb],
[[[343.75*GeV, 231.25*GeV], [343.75*GeV, 231.25*GeV]], 0.99414*pb],
[[[343.75*GeV, 243.75*GeV], [343.75*GeV, 243.75*GeV]], 1.0556*pb],
[[[343.75*GeV, 256.25*GeV], [343.75*GeV, 256.25*GeV]], 1.2168*pb],
[[[343.75*GeV, 268.75*GeV], [343.75*GeV, 268.75*GeV]], 1.3131*pb],
[[[343.75*GeV, 281.25*GeV], [343.75*GeV, 281.25*GeV]], 1.4345*pb],
[[[343.75*GeV, 293.75*GeV], [343.75*GeV, 293.75*GeV]], 1.4682*pb],
[[[343.75*GeV, 306.25*GeV], [343.75*GeV, 306.25*GeV]], 1.7553*pb],
[[[343.75*GeV, 318.75*GeV], [343.75*GeV, 318.75*GeV]], 2.2934*pb],
